用户号,一级标签,二级标签,推荐指数,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号
10835,偏好语种,法语,0.922283562615,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10835,偏好语种,其他,0.824863004085,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10835,偏好语种,国语,0.777412698711,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10835,偏好语种,日语,0.720928247537,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10835,偏好地区,台湾,0.691740715087,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10835,偏好地区,其他国家,0.630114828981,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10835,偏好地区,法国,0.61616664517,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10835,偏好地区,大陆,0.601060357293,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10836,偏好节目类型,生活服务,1.13614701412,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好节目类型,广告,1.05777980312,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好节目类型,动作,1.0436753114,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好节目类型,电视剧场,1.03645067686,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好地区,台湾,0.694301847689,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好地区,其他,0.673595963497,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好地区,其他国家,0.656933287376,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好地区,法国,0.626930771488,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好语种,法语,0.586882505529,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好语种,德语,0.576563423962,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10836,偏好语种,其他,0.540209515362,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10838,偏好语种,德语,0.751231226071,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好语种,法语,0.72759224671,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好节目类型,生活服务,0.669224755806,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好地区,英国,0.665840362248,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好节目类型,欧美剧场,0.659074099241,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好节目类型,恐怖,0.655159144769,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好语种,其他,0.652596429753,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好地区,台湾,0.642999652701,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好节目类型,广告,0.631365632533,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好地区,其他国家,0.618645754551,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好地区,香港,0.608857840319,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10838,偏好语种,国语,0.603461643801,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662
10839,偏好节目类型,生活服务,0.676063925289,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好地区,英国,0.671942862744,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好语种,粤语,0.668828130757,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好节目类型,欧美剧场,0.665362374626,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好地区,台湾,0.605580107882,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好语种,法语,0.592265097024,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好节目类型,动作,0.579672041012,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好节目类型,纪录片,0.562110680676,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好地区,其他国家,0.543449743939,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好地区,日本,0.542104161227,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好语种,其他,0.527672727243,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10839,偏好语种,国语,0.509984966527,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10842,偏好节目类型,生活服务,1.38717429575,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好节目类型,广告,1.31956703494,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好节目类型,大陆剧场,1.31955523978,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好节目类型,恐怖,1.30238386911,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好地区,其他,1.2542997392,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好地区,其他国家,1.22328284853,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好语种,德语,1.20907355663,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好地区,法国,1.16795859861,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好语种,其他,1.1381761786,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好地区,大陆,1.1144650114,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好语种,国语,1.06586207654,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10842,偏好语种,日语,0.993578418665,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10843,偏好节目类型,广告,1.90619843011,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好节目类型,动作,1.86836939026,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好节目类型,恐怖,1.85772521716,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好节目类型,大陆剧场,1.84924070983,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好地区,台湾,1.20525603979,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好地区,其他,1.16032825601,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好语种,法语,1.15011483832,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好地区,美国,1.10980869414,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好语种,德语,1.10883356059,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好地区,法国,1.09709108527,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好语种,国语,0.974973609255,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10843,偏好语种,日语,0.935293200802,互动电视,正常        ,20160120,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160120,20160120,20500101,10572
10847,偏好地区,其他,0.658240700175,互动电视,正常        ,20160123,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160123,20160123,20500101,11247
10847,偏好地区,台湾,0.624254574085,互动电视,正常        ,20160123,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160123,20160123,20500101,11247
10847,偏好地区,其他国家,0.580786871535,互动电视,正常        ,20160123,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160123,20160123,20500101,11247
10847,偏好地区,法国,0.580715481199,互动电视,正常        ,20160123,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160123,20160123,20500101,11247
10848,偏好节目类型,生活服务,0.794668943868,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好地区,其他,0.754729709196,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好语种,德语,0.751231226071,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好节目类型,广告,0.747338470805,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好语种,法语,0.72759224671,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好地区,台湾,0.715761685715,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好节目类型,恐怖,0.698387201477,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好节目类型,大陆剧场,0.675676083159,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好地区,其他国家,0.665922217423,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好地区,法国,0.665840362248,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好语种,其他,0.652596429753,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10848,偏好语种,国语,0.603461643801,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11106
10850,偏好节目类型,大陆剧场,3.19410756457,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好节目类型,动作,3.15914920376,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好节目类型,纪录片,3.05803012216,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好节目类型,动作片,2.95650003402,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好地区,其他国家,2.18051031771,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好地区,美国,2.07769370937,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好地区,大陆,1.97968523698,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好地区,日本,1.96697579178,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好语种,其他,1.23596187348,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好语种,国语,1.1599199244,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好语种,日语,1.08212452618,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10850,偏好语种,英语,1.04151864676,互动电视,正常        ,20170411,356,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035
10860,偏好地区,英国,0.59517764677,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好语种,粤语,0.593671368777,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好地区,美国,0.565418591427,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好地区,其他,0.555146005733,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好地区,法国,0.544193081479,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好节目类型,电视剧场,0.542932640561,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好语种,德语,0.54093538786,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好节目类型,生活服务,0.536820541609,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好节目类型,恐怖,0.535232118604,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好节目类型,大陆剧场,0.533888844865,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10860,偏好语种,国语,0.511482741752,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10339
10865,偏好节目类型,广告,1.24625243489,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好节目类型,恐怖,1.19163886155,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好节目类型,动作,1.18043759362,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好节目类型,大陆剧场,1.17641467394,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好地区,台湾,0.926944924066,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好地区,其他,0.893271824113,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好地区,法国,0.843355003166,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好地区,美国,0.825623501737,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好语种,法语,0.819373466124,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好语种,德语,0.781904625784,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好语种,国语,0.696757424514,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10865,偏好语种,日语,0.67351486671,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10868,偏好节目类型,恐怖,1.22648594245,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好节目类型,动作,1.21817275164,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好节目类型,大陆剧场,1.20272358292,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好节目类型,综艺娱乐,1.18008793239,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好地区,台湾,1.12736248494,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好地区,法国,1.01869747289,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好地区,美国,0.986868791964,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好地区,大陆,0.974134567644,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好语种,法语,0.880848802592,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好语种,国语,0.749522706287,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好语种,日语,0.715726807369,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10868,偏好语种,英语,0.662110982445,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10242
10869,偏好节目类型,广告,2.60784695534,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10266
10869,偏好节目类型,综艺娱乐,2.49082478385,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10266
10869,偏好节目类型,电视剧场,2.44545077973,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10266
10869,偏好节目类型,大陆剧场,2.42387656818,互动电视,正常        ,20160128,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10266
