用户号,机顶盒设备号,节目名称,节目ID,观看次数,分类,二级目录,分类名称,二级目录ID,分类名称ID,观看时长,点播日期,最早观看时间,最近观看时间,观看时间跨度,语种,地区,时间跨度,使用时长,总观看时长,一级标签,二级标签,地区参数,字母语种,正题名
10542,10737,中国新歌声 第二季：王菲密友登场召唤回忆杀,119,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5520,,2017-08-19 18:06,2017-08-19 18:06,0.000000,国语,大陆,4053840.000000,7522680.000000,80820,节目归属,精彩点,大陆,中文,中国新歌声 第二季：王菲密友登场召唤回忆杀
10542,10737,中国新歌声 第二季：王菲密友登场召唤回忆杀,119,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5520,,2017-08-19 18:06,2017-08-19 18:06,0.000000,国语,大陆,4053840.000000,7522680.000000,80820,语言,中文,大陆,中文,中国新歌声 第二季：王菲密友登场召唤回忆杀
10770,10684,人民的名义,191,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3060,,2017-07-06 17:04,2017-07-06 17:04,0.000000,国语,大陆,465720.000000,7915320.000000,752134.33,节目分类,大陆剧场,大陆,中文,人民的名义
10770,10684,人民的名义,191,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3060,,2017-07-06 17:04,2017-07-06 17:04,0.000000,国语,大陆,465720.000000,7915320.000000,752134.33,地区,大陆,大陆,中文,人民的名义
10770,10684,人民的名义,191,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3060,,2017-07-06 17:04,2017-07-06 17:04,0.000000,国语,大陆,465720.000000,7915320.000000,752134.33,节目归属,精彩点,大陆,中文,人民的名义
10770,10684,人民的名义,191,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3060,,2017-07-06 17:04,2017-07-06 17:04,0.000000,国语,大陆,465720.000000,7915320.000000,752134.33,语言,中文,大陆,中文,人民的名义
10756,10387,人民的名义,191,5,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-01 00:00,2017-07-01 01:54,6840.000000,国语,大陆,6840.000000,6840.000000,240,节目分类,大陆剧场,大陆,中文,人民的名义
10756,10387,人民的名义,191,5,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-01 00:00,2017-07-01 01:54,6840.000000,国语,大陆,6840.000000,6840.000000,240,地区,大陆,大陆,中文,人民的名义
10756,10387,人民的名义,191,5,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-01 00:00,2017-07-01 01:54,6840.000000,国语,大陆,6840.000000,6840.000000,240,节目归属,精彩点,大陆,中文,人民的名义
10756,10387,人民的名义,191,5,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-01 00:00,2017-07-01 01:54,6840.000000,国语,大陆,6840.000000,6840.000000,240,语言,中文,大陆,中文,人民的名义
11067,11147,警察锅哥,1731,84,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2340,,2017-09-07 22:00,2017-09-16 23:20,782400.000000,国语,大陆,6731220.000000,7938360.000000,472020,节目分类,大陆剧场,大陆,中文,警察锅哥
11067,11147,警察锅哥,1731,84,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2340,,2017-09-07 22:00,2017-09-16 23:20,782400.000000,国语,大陆,6731220.000000,7938360.000000,472020,地区,大陆,大陆,中文,警察锅哥
11067,11147,警察锅哥,1731,84,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2340,,2017-09-07 22:00,2017-09-16 23:20,782400.000000,国语,大陆,6731220.000000,7938360.000000,472020,节目归属,精彩点,大陆,中文,警察锅哥
11067,11147,警察锅哥,1731,84,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2340,,2017-09-07 22:00,2017-09-16 23:20,782400.000000,国语,大陆,6731220.000000,7938360.000000,472020,语言,中文,大陆,中文,警察锅哥
11074,11103,西游记,1722,4,热点专题/大陆剧场,热点专题,大陆剧场,1,11,6120,,2017-08-13 10:55,2017-08-13 11:46,3060.000000,国语,大陆,3343260.000000,3343260.000000,65280,节目分类,大陆剧场,大陆,中文,西游记
11074,11103,西游记,1722,4,热点专题/大陆剧场,热点专题,大陆剧场,1,11,6120,,2017-08-13 10:55,2017-08-13 11:46,3060.000000,国语,大陆,3343260.000000,3343260.000000,65280,地区,大陆,大陆,中文,西游记
11074,11103,西游记,1722,4,热点专题/大陆剧场,热点专题,大陆剧场,1,11,6120,,2017-08-13 10:55,2017-08-13 11:46,3060.000000,国语,大陆,3343260.000000,3343260.000000,65280,节目归属,热点专题,大陆,中文,西游记
11074,11103,西游记,1722,4,热点专题/大陆剧场,热点专题,大陆剧场,1,11,6120,,2017-08-13 10:55,2017-08-13 11:46,3060.000000,国语,大陆,3343260.000000,3343260.000000,65280,语言,中文,大陆,中文,西游记
11043,10545,龙珠Z：复活的弗利萨,2105,4,热点专题/动画片,热点专题,动画片,1,18,12000,,2017-08-06 11:39,2017-08-26 12:20,1730460.000000,日语,日本,4810740.000000,7793820.000000,1330980,节目分类,动画片,日本,中文,龙珠Z：复活的弗利萨
11043,10545,龙珠Z：复活的弗利萨,2105,4,热点专题/动画片,热点专题,动画片,1,18,12000,,2017-08-06 11:39,2017-08-26 12:20,1730460.000000,日语,日本,4810740.000000,7793820.000000,1330980,地区,日本,日本,中文,龙珠Z：复活的弗利萨
11043,10545,龙珠Z：复活的弗利萨,2105,4,热点专题/动画片,热点专题,动画片,1,18,12000,,2017-08-06 11:39,2017-08-26 12:20,1730460.000000,日语,日本,4810740.000000,7793820.000000,1330980,节目归属,热点专题,日本,中文,龙珠Z：复活的弗利萨
11043,10545,龙珠Z：复活的弗利萨,2105,4,热点专题/动画片,热点专题,动画片,1,18,12000,,2017-08-06 11:39,2017-08-26 12:20,1730460.000000,日语,日本,4810740.000000,7793820.000000,1330980,语言,中文,日本,中文,龙珠Z：复活的弗利萨
11080,11195,爱情保卫战：这样的婚姻我坚持不下去了,1307,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2820,,2017-07-27 11:38,2017-07-27 11:38,0.000000,国语,大陆,1441260.000000,6570000.000000,253800,节目分类,综艺娱乐,大陆,中文,爱情保卫战：这样的婚姻我坚持不下去了
11080,11195,爱情保卫战：这样的婚姻我坚持不下去了,1307,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2820,,2017-07-27 11:38,2017-07-27 11:38,0.000000,国语,大陆,1441260.000000,6570000.000000,253800,地区,大陆,大陆,中文,爱情保卫战：这样的婚姻我坚持不下去了
11080,11195,爱情保卫战：这样的婚姻我坚持不下去了,1307,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2820,,2017-07-27 11:38,2017-07-27 11:38,0.000000,国语,大陆,1441260.000000,6570000.000000,253800,节目归属,精彩点,大陆,中文,爱情保卫战：这样的婚姻我坚持不下去了
11080,11195,爱情保卫战：这样的婚姻我坚持不下去了,1307,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2820,,2017-07-27 11:38,2017-07-27 11:38,0.000000,国语,大陆,1441260.000000,6570000.000000,253800,语言,中文,大陆,中文,爱情保卫战：这样的婚姻我坚持不下去了
11177,10302,异次元杀阵,749,1,热点专题/科幻,热点专题,科幻,1,17,5100,,2017-09-16 13:15,2017-09-16 13:15,0.000000,英语,美国,5925600.000000,6038520.000000,369000,节目分类,科幻,美国,中文,异次元杀阵
11177,10302,异次元杀阵,749,1,热点专题/科幻,热点专题,科幻,1,17,5100,,2017-09-16 13:15,2017-09-16 13:15,0.000000,英语,美国,5925600.000000,6038520.000000,369000,地区,美国,美国,中文,异次元杀阵
11177,10302,异次元杀阵,749,1,热点专题/科幻,热点专题,科幻,1,17,5100,,2017-09-16 13:15,2017-09-16 13:15,0.000000,英语,美国,5925600.000000,6038520.000000,369000,节目归属,热点专题,美国,中文,异次元杀阵
11177,10302,异次元杀阵,749,1,热点专题/科幻,热点专题,科幻,1,17,5100,,2017-09-16 13:15,2017-09-16 13:15,0.000000,英语,美国,5925600.000000,6038520.000000,369000,语言,中文,美国,中文,异次元杀阵
10999,10547,发现：一路向南,370,2,精彩点/科学教育,精彩点,科学教育,2,22,180,,2017-07-24 14:34,2017-09-06 11:31,3790620.000000,国语,大陆,5685840.000000,7786560.000000,91980,节目分类,科学教育,大陆,中文,发现：一路向南
10999,10547,发现：一路向南,370,2,精彩点/科学教育,精彩点,科学教育,2,22,180,,2017-07-24 14:34,2017-09-06 11:31,3790620.000000,国语,大陆,5685840.000000,7786560.000000,91980,地区,大陆,大陆,中文,发现：一路向南
10999,10547,发现：一路向南,370,2,精彩点/科学教育,精彩点,科学教育,2,22,180,,2017-07-24 14:34,2017-09-06 11:31,3790620.000000,国语,大陆,5685840.000000,7786560.000000,91980,节目归属,精彩点,大陆,中文,发现：一路向南
10999,10547,发现：一路向南,370,2,精彩点/科学教育,精彩点,科学教育,2,22,180,,2017-07-24 14:34,2017-09-06 11:31,3790620.000000,国语,大陆,5685840.000000,7786560.000000,91980,语言,中文,大陆,中文,发现：一路向南
11094,11098,醉玲珑,1887,36,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-15 20:41,2017-09-27 23:38,6404220.000000,国语,大陆,7688940.000000,7779060.000000,91680,节目分类,大陆剧场,大陆,中文,醉玲珑
11094,11098,醉玲珑,1887,36,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-15 20:41,2017-09-27 23:38,6404220.000000,国语,大陆,7688940.000000,7779060.000000,91680,地区,大陆,大陆,中文,醉玲珑
11094,11098,醉玲珑,1887,36,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-15 20:41,2017-09-27 23:38,6404220.000000,国语,大陆,7688940.000000,7779060.000000,91680,节目归属,精彩点,大陆,中文,醉玲珑
11094,11098,醉玲珑,1887,36,精彩点/大陆剧场,精彩点,大陆剧场,2,11,240,,2017-07-15 20:41,2017-09-27 23:38,6404220.000000,国语,大陆,7688940.000000,7779060.000000,91680,语言,中文,大陆,中文,醉玲珑
10264,10660,醉玲珑,1887,43,精彩点/大陆剧场,精彩点,大陆剧场,2,11,420,,2017-07-24 23:37,2017-09-30 00:41,5792640.000000,国语,大陆,7298100.000000,7298100.000000,213876.52000000002,节目分类,大陆剧场,大陆,中文,醉玲珑
10264,10660,醉玲珑,1887,43,精彩点/大陆剧场,精彩点,大陆剧场,2,11,420,,2017-07-24 23:37,2017-09-30 00:41,5792640.000000,国语,大陆,7298100.000000,7298100.000000,213876.52000000002,地区,大陆,大陆,中文,醉玲珑
10264,10660,醉玲珑,1887,43,精彩点/大陆剧场,精彩点,大陆剧场,2,11,420,,2017-07-24 23:37,2017-09-30 00:41,5792640.000000,国语,大陆,7298100.000000,7298100.000000,213876.52000000002,节目归属,精彩点,大陆,中文,醉玲珑
10264,10660,醉玲珑,1887,43,精彩点/大陆剧场,精彩点,大陆剧场,2,11,420,,2017-07-24 23:37,2017-09-30 00:41,5792640.000000,国语,大陆,7298100.000000,7298100.000000,213876.52000000002,语言,中文,大陆,中文,醉玲珑
10965,11092,三生三世十里桃花,92,80,精彩点/大陆剧场,精彩点,大陆剧场,2,11,27633.25,,2017-07-01 15:13,2017-07-30 18:40,2518020.000000,国语,大陆,2533500.000000,7896000.000000,503520.63,节目分类,大陆剧场,大陆,中文,三生三世十里桃花
10965,11092,三生三世十里桃花,92,80,精彩点/大陆剧场,精彩点,大陆剧场,2,11,27633.25,,2017-07-01 15:13,2017-07-30 18:40,2518020.000000,国语,大陆,2533500.000000,7896000.000000,503520.63,地区,大陆,大陆,中文,三生三世十里桃花
10965,11092,三生三世十里桃花,92,80,精彩点/大陆剧场,精彩点,大陆剧场,2,11,27633.25,,2017-07-01 15:13,2017-07-30 18:40,2518020.000000,国语,大陆,2533500.000000,7896000.000000,503520.63,节目归属,精彩点,大陆,中文,三生三世十里桃花
10965,11092,三生三世十里桃花,92,80,精彩点/大陆剧场,精彩点,大陆剧场,2,11,27633.25,,2017-07-01 15:13,2017-07-30 18:40,2518020.000000,国语,大陆,2533500.000000,7896000.000000,503520.63,语言,中文,大陆,中文,三生三世十里桃花
11270,11276,72家房客：瘦马计划,21,1,免费睇/大陆剧场,免费睇,大陆剧场,4,11,2460,,2017-09-10 11:21,2017-09-10 11:21,0.000000,粤语,大陆,5397660.000000,6289560.000000,203458.56,节目分类,大陆剧场,大陆,中文,72家房客：瘦马计划
11270,11276,72家房客：瘦马计划,21,1,免费睇/大陆剧场,免费睇,大陆剧场,4,11,2460,,2017-09-10 11:21,2017-09-10 11:21,0.000000,粤语,大陆,5397660.000000,6289560.000000,203458.56,地区,大陆,大陆,中文,72家房客：瘦马计划
11270,11276,72家房客：瘦马计划,21,1,免费睇/大陆剧场,免费睇,大陆剧场,4,11,2460,,2017-09-10 11:21,2017-09-10 11:21,0.000000,粤语,大陆,5397660.000000,6289560.000000,203458.56,节目归属,免费睇,大陆,中文,72家房客：瘦马计划
11270,11276,72家房客：瘦马计划,21,1,免费睇/大陆剧场,免费睇,大陆剧场,4,11,2460,,2017-09-10 11:21,2017-09-10 11:21,0.000000,粤语,大陆,5397660.000000,6289560.000000,203458.56,语言,中文,大陆,中文,72家房客：瘦马计划
11120,10272,中国新歌声 第二季：周董E神上演嘻哈对决,113,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2220,,2017-08-27 10:15,2017-08-27 19:17,32520.000000,国语,大陆,5000880.000000,7949040.000000,452100,节目分类,综艺娱乐,大陆,中文,中国新歌声 第二季：周董E神上演嘻哈对决
11120,10272,中国新歌声 第二季：周董E神上演嘻哈对决,113,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2220,,2017-08-27 10:15,2017-08-27 19:17,32520.000000,国语,大陆,5000880.000000,7949040.000000,452100,地区,大陆,大陆,中文,中国新歌声 第二季：周董E神上演嘻哈对决
11120,10272,中国新歌声 第二季：周董E神上演嘻哈对决,113,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2220,,2017-08-27 10:15,2017-08-27 19:17,32520.000000,国语,大陆,5000880.000000,7949040.000000,452100,节目归属,精彩点,大陆,中文,中国新歌声 第二季：周董E神上演嘻哈对决
11120,10272,中国新歌声 第二季：周董E神上演嘻哈对决,113,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,2220,,2017-08-27 10:15,2017-08-27 19:17,32520.000000,国语,大陆,5000880.000000,7949040.000000,452100,语言,中文,大陆,中文,中国新歌声 第二季：周董E神上演嘻哈对决
10204,10992,夏至未至,510,14,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-07-01 08:10,2017-07-07 20:55,564300.000000,国语,大陆,596100.000000,7943640.000000,298620,节目分类,大陆剧场,大陆,中文,夏至未至
10204,10992,夏至未至,510,14,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-07-01 08:10,2017-07-07 20:55,564300.000000,国语,大陆,596100.000000,7943640.000000,298620,地区,大陆,大陆,中文,夏至未至
10204,10992,夏至未至,510,14,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-07-01 08:10,2017-07-07 20:55,564300.000000,国语,大陆,596100.000000,7943640.000000,298620,节目归属,精彩点,大陆,中文,夏至未至
10204,10992,夏至未至,510,14,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-07-01 08:10,2017-07-07 20:55,564300.000000,国语,大陆,596100.000000,7943640.000000,298620,语言,中文,大陆,中文,夏至未至
10003,10198,甜果屋宣传汇总170613,1407,1,免费睇/广告,免费睇,广告,4,14,120,,2017-07-02 21:09,2017-07-02 21:09,0.000000,国语,大陆,85920.000000,7831860.000000,33480,节目分类,广告,大陆,中文,甜果屋宣传汇总170613
10003,10198,甜果屋宣传汇总170613,1407,1,免费睇/广告,免费睇,广告,4,14,120,,2017-07-02 21:09,2017-07-02 21:09,0.000000,国语,大陆,85920.000000,7831860.000000,33480,地区,大陆,大陆,中文,甜果屋宣传汇总170613
10003,10198,甜果屋宣传汇总170613,1407,1,免费睇/广告,免费睇,广告,4,14,120,,2017-07-02 21:09,2017-07-02 21:09,0.000000,国语,大陆,85920.000000,7831860.000000,33480,节目归属,免费睇,大陆,中文,甜果屋宣传汇总170613
10003,10198,甜果屋宣传汇总170613,1407,1,免费睇/广告,免费睇,广告,4,14,120,,2017-07-02 21:09,2017-07-02 21:09,0.000000,国语,大陆,85920.000000,7831860.000000,33480,语言,中文,大陆,中文,甜果屋宣传汇总170613
10871,10605,明日世界,1005,1,今日上线/科幻,今日上线,科幻,7,17,960,,2017-07-28 15:46,2017-07-28 15:46,0.000000,国语,美国,852180.000000,6060180.000000,51240,节目分类,科幻,美国,中文,明日世界
10871,10605,明日世界,1005,1,今日上线/科幻,今日上线,科幻,7,17,960,,2017-07-28 15:46,2017-07-28 15:46,0.000000,国语,美国,852180.000000,6060180.000000,51240,地区,美国,美国,中文,明日世界
10871,10605,明日世界,1005,1,今日上线/科幻,今日上线,科幻,7,17,960,,2017-07-28 15:46,2017-07-28 15:46,0.000000,国语,美国,852180.000000,6060180.000000,51240,节目归属,今日上线,美国,中文,明日世界
10871,10605,明日世界,1005,1,今日上线/科幻,今日上线,科幻,7,17,960,,2017-07-28 15:46,2017-07-28 15:46,0.000000,国语,美国,852180.000000,6060180.000000,51240,语言,中文,美国,中文,明日世界
10985,10109,自然：小动物大智慧,1606,1,精彩点/科学教育,精彩点,科学教育,2,22,3240,,2017-09-20 15:21,2017-09-20 15:21,0.000000,国语,大陆,6927900.000000,7789500.000000,182580,节目分类,科学教育,大陆,中文,自然：小动物大智慧
10985,10109,自然：小动物大智慧,1606,1,精彩点/科学教育,精彩点,科学教育,2,22,3240,,2017-09-20 15:21,2017-09-20 15:21,0.000000,国语,大陆,6927900.000000,7789500.000000,182580,地区,大陆,大陆,中文,自然：小动物大智慧
10985,10109,自然：小动物大智慧,1606,1,精彩点/科学教育,精彩点,科学教育,2,22,3240,,2017-09-20 15:21,2017-09-20 15:21,0.000000,国语,大陆,6927900.000000,7789500.000000,182580,节目归属,精彩点,大陆,中文,自然：小动物大智慧
10985,10109,自然：小动物大智慧,1606,1,精彩点/科学教育,精彩点,科学教育,2,22,3240,,2017-09-20 15:21,2017-09-20 15:21,0.000000,国语,大陆,6927900.000000,7789500.000000,182580,语言,中文,大陆,中文,自然：小动物大智慧
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,节目分类,大陆剧场,美国,中文,古代世界
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,地区,美国,美国,中文,古代世界
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,节目归属,精彩点,美国,中文,古代世界
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,语言,中文,美国,中文,古代世界
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,节目分类,大陆剧场,大陆,中文,古代世界
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,地区,大陆,大陆,中文,古代世界
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,节目归属,精彩点,大陆,中文,古代世界
11122,11241,古代世界,397,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-07-22 02:14,2017-07-22 02:14,0.000000,国语,大陆,15660.000000,5522640.000000,24420,语言,中文,大陆,中文,古代世界
10316,10376,极限挑战 第二季20160501期,1126,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-20 19:32,2017-08-20 19:32,0.000000,国语,大陆,3102840.000000,6653040.000000,222600,节目分类,综艺娱乐,大陆,中文,极限挑战 第二季20160501期
10316,10376,极限挑战 第二季20160501期,1126,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-20 19:32,2017-08-20 19:32,0.000000,国语,大陆,3102840.000000,6653040.000000,222600,地区,大陆,大陆,中文,极限挑战 第二季20160501期
10316,10376,极限挑战 第二季20160501期,1126,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-20 19:32,2017-08-20 19:32,0.000000,国语,大陆,3102840.000000,6653040.000000,222600,节目归属,精彩点,大陆,中文,极限挑战 第二季20160501期
10316,10376,极限挑战 第二季20160501期,1126,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-20 19:32,2017-08-20 19:32,0.000000,国语,大陆,3102840.000000,6653040.000000,222600,语言,中文,大陆,中文,极限挑战 第二季20160501期
10172,11229,疯狂小糖,1427,4,精彩点/电视剧场,精彩点,电视剧场,2,12,540,,2017-09-09 09:59,2017-09-09 12:53,10440.000000,国语,大陆,6052260.000000,7815600.000000,517920,节目分类,电视剧场,大陆,中文,疯狂小糖
10172,11229,疯狂小糖,1427,4,精彩点/电视剧场,精彩点,电视剧场,2,12,540,,2017-09-09 09:59,2017-09-09 12:53,10440.000000,国语,大陆,6052260.000000,7815600.000000,517920,地区,大陆,大陆,中文,疯狂小糖
10172,11229,疯狂小糖,1427,4,精彩点/电视剧场,精彩点,电视剧场,2,12,540,,2017-09-09 09:59,2017-09-09 12:53,10440.000000,国语,大陆,6052260.000000,7815600.000000,517920,节目归属,精彩点,大陆,中文,疯狂小糖
10172,11229,疯狂小糖,1427,4,精彩点/电视剧场,精彩点,电视剧场,2,12,540,,2017-09-09 09:59,2017-09-09 12:53,10440.000000,国语,大陆,6052260.000000,7815600.000000,517920,语言,中文,大陆,中文,疯狂小糖
11075,10013,熊出没之丛林总动员,1272,12,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1920,,2017-08-17 11:05,2017-08-31 19:08,1238580.000000,国语,大陆,4052160.000000,6603840.000000,303180,节目分类,大陆剧场,大陆,中文,熊出没之丛林总动员
11075,10013,熊出没之丛林总动员,1272,12,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1920,,2017-08-17 11:05,2017-08-31 19:08,1238580.000000,国语,大陆,4052160.000000,6603840.000000,303180,地区,大陆,大陆,中文,熊出没之丛林总动员
11075,10013,熊出没之丛林总动员,1272,12,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1920,,2017-08-17 11:05,2017-08-31 19:08,1238580.000000,国语,大陆,4052160.000000,6603840.000000,303180,节目归属,精彩点,大陆,中文,熊出没之丛林总动员
11075,10013,熊出没之丛林总动员,1272,12,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1920,,2017-08-17 11:05,2017-08-31 19:08,1238580.000000,国语,大陆,4052160.000000,6603840.000000,303180,语言,中文,大陆,中文,熊出没之丛林总动员
10860,10339,麻雀,2081,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1800,,2017-09-12 18:52,2017-09-12 18:52,0.000000,粤语,大陆,6288900.000000,7861320.000000,199320,节目分类,大陆剧场,大陆,中文,麻雀
10860,10339,麻雀,2081,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1800,,2017-09-12 18:52,2017-09-12 18:52,0.000000,粤语,大陆,6288900.000000,7861320.000000,199320,地区,大陆,大陆,中文,麻雀
10860,10339,麻雀,2081,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1800,,2017-09-12 18:52,2017-09-12 18:52,0.000000,粤语,大陆,6288900.000000,7861320.000000,199320,节目归属,精彩点,大陆,中文,麻雀
10860,10339,麻雀,2081,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1800,,2017-09-12 18:52,2017-09-12 18:52,0.000000,粤语,大陆,6288900.000000,7861320.000000,199320,语言,中文,大陆,中文,麻雀
10799,10487,王牌对王牌 第二季：王源林俊杰隔空互动,1390,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4080,,2017-09-21 21:24,2017-09-21 21:24,0.000000,国语,大陆,7107840.000000,7107840.000000,61440,节目分类,综艺娱乐,大陆,中文,王牌对王牌 第二季：王源林俊杰隔空互动
10799,10487,王牌对王牌 第二季：王源林俊杰隔空互动,1390,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4080,,2017-09-21 21:24,2017-09-21 21:24,0.000000,国语,大陆,7107840.000000,7107840.000000,61440,地区,大陆,大陆,中文,王牌对王牌 第二季：王源林俊杰隔空互动
10799,10487,王牌对王牌 第二季：王源林俊杰隔空互动,1390,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4080,,2017-09-21 21:24,2017-09-21 21:24,0.000000,国语,大陆,7107840.000000,7107840.000000,61440,节目归属,精彩点,大陆,中文,王牌对王牌 第二季：王源林俊杰隔空互动
10799,10487,王牌对王牌 第二季：王源林俊杰隔空互动,1390,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4080,,2017-09-21 21:24,2017-09-21 21:24,0.000000,国语,大陆,7107840.000000,7107840.000000,61440,语言,中文,大陆,中文,王牌对王牌 第二季：王源林俊杰隔空互动
10939,10540,阿爷厨房2,1944,14,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1500,,2017-07-31 15:02,2017-08-18 00:25,1502580.000000,粤语,香港,3802740.000000,7596840.000000,999780,节目分类,综艺娱乐,香港,中文,阿爷厨房2
10939,10540,阿爷厨房2,1944,14,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1500,,2017-07-31 15:02,2017-08-18 00:25,1502580.000000,粤语,香港,3802740.000000,7596840.000000,999780,地区,香港,香港,中文,阿爷厨房2
10939,10540,阿爷厨房2,1944,14,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1500,,2017-07-31 15:02,2017-08-18 00:25,1502580.000000,粤语,香港,3802740.000000,7596840.000000,999780,节目归属,精彩点,香港,中文,阿爷厨房2
10939,10540,阿爷厨房2,1944,14,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1500,,2017-07-31 15:02,2017-08-18 00:25,1502580.000000,粤语,香港,3802740.000000,7596840.000000,999780,语言,中文,香港,中文,阿爷厨房2
10273,11218,中餐厅：黄晓明再掀定价风波,134,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5385,20170808,2017-08-08 00:00,2017-08-08 00:00,0.000000,国语,大陆,3283200.000000,7344000.000000,112759.95999999998,节目分类,综艺娱乐,大陆,中文,中餐厅：黄晓明再掀定价风波
10273,11218,中餐厅：黄晓明再掀定价风波,134,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5385,20170808,2017-08-08 00:00,2017-08-08 00:00,0.000000,国语,大陆,3283200.000000,7344000.000000,112759.95999999998,地区,大陆,大陆,中文,中餐厅：黄晓明再掀定价风波
10273,11218,中餐厅：黄晓明再掀定价风波,134,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5385,20170808,2017-08-08 00:00,2017-08-08 00:00,0.000000,国语,大陆,3283200.000000,7344000.000000,112759.95999999998,节目归属,精彩点,大陆,中文,中餐厅：黄晓明再掀定价风波
